Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,Year
1970-01-01 00:00:00.000001986,Beautiful Sisters: Flesh Slave,167.255,4,not_popular,Crime,1970
1970-01-01 00:00:00.000001986,Beautiful Sisters: Flesh Slave,167.255,4,not_popular,Horror,1970
1970-01-01 00:00:00.000002021,Narco Sub,166.671,183,average,Action,1970
1970-01-01 00:00:00.000002021,Narco Sub,166.671,183,average,Drama,1970
1970-01-01 00:00:00.000002021,Narco Sub,166.671,183,average,Crime,1970
1970-01-01 00:00:00.000002007,Harry Potter and the Order of the Phoenix,166.458,16081,popular,Adventure,1970
1970-01-01 00:00:00.000002007,Harry Potter and the Order of the Phoenix,166.458,16081,popular,Fantasy,1970
1970-01-01 00:00:00.000002007,Harry Potter and the Order of the Phoenix,166.458,16081,popular,Mystery,1970
1970-01-01 00:00:00.000002015,Legend,165.617,2856,average,Crime,1970
1970-01-01 00:00:00.000002015,Legend,165.617,2856,average,Thriller,1970
1970-01-01 00:00:00.000002021,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,165.462,279,popular,Animation,1970
1970-01-01 00:00:00.000002021,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,165.462,279,popular,Comedy,1970
1970-01-01 00:00:00.000002021,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,165.462,279,popular,Mystery,1970
1970-01-01 00:00:00.000002021,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,165.462,279,popular,Family,1970
1970-01-01 00:00:00.000002021,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,165.462,279,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,Descendants: The Royal Wedding,165.257,97,average,TV Movie,1970
1970-01-01 00:00:00.000002021,Descendants: The Royal Wedding,165.257,97,average,Animation,1970
1970-01-01 00:00:00.000002021,Descendants: The Royal Wedding,165.257,97,average,Comedy,1970
1970-01-01 00:00:00.000002021,Descendants: The Royal Wedding,165.257,97,average,Family,1970
1970-01-01 00:00:00.000002021,Descendants: The Royal Wedding,165.257,97,average,Drama,1970
1970-01-01 00:00:00.000002019,Frozen II,164.81,8052,popular,Family,1970
1970-01-01 00:00:00.000002019,Frozen II,164.81,8052,popular,Animation,1970
1970-01-01 00:00:00.000002019,Frozen II,164.81,8052,popular,Adventure,1970
1970-01-01 00:00:00.000002019,Frozen II,164.81,8052,popular,Comedy,1970
1970-01-01 00:00:00.000002019,Frozen II,164.81,8052,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,Swim,164.687,27,popular,Horror,1970
1970-01-01 00:00:00.000002021,Swim,164.687,27,popular,Action,1970
1970-01-01 00:00:00.000002021,Mutation on Mars,164.623,22,average,Drama,1970
1970-01-01 00:00:00.000002021,Mutation on Mars,164.623,22,average,Science Fiction,1970
1970-01-01 00:00:00.000002021,Zone 414,164.567,151,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002021,Zone 414,164.567,151,not_popular,Thriller,1970
1970-01-01 00:00:00.000002021,Zone 414,164.567,151,not_popular,Mystery,1970
1970-01-01 00:00:00.000002011,Harry Potter and the Deathly Hallows: Part 2,163.782,16964,popular,Fantasy,1970
1970-01-01 00:00:00.000002011,Harry Potter and the Deathly Hallows: Part 2,163.782,16964,popular,Adventure,1970
1970-01-01 00:00:00.000002015,Avengers: Age of Ultron,163.611,19473,popular,Action,1970
1970-01-01 00:00:00.000002015,Avengers: Age of Ultron,163.611,19473,popular,Adventure,1970
1970-01-01 00:00:00.000002015,Avengers: Age of Ultron,163.611,19473,popular,Science Fiction,1970
1970-01-01 00:00:00.000002017,Thor: Ragnarok,163.564,17313,popular,Action,1970
1970-01-01 00:00:00.000002017,Thor: Ragnarok,163.564,17313,popular,Adventure,1970
1970-01-01 00:00:00.000002017,Thor: Ragnarok,163.564,17313,popular,Fantasy,1970
1970-01-01 00:00:00.000002017,Thor: Ragnarok,163.564,17313,popular,Science Fiction,1970
1970-01-01 00:00:00.000002019,It Chapter Two,162.984,6739,average,Horror,1970
1970-01-01 00:00:00.000002019,It Chapter Two,162.984,6739,average,Fantasy,1970
1970-01-01 00:00:00.000001994,The Lion King,162.049,15064,popular,Family,1970
1970-01-01 00:00:00.000001994,The Lion King,162.049,15064,popular,Animation,1970
1970-01-01 00:00:00.000001994,The Lion King,162.049,15064,popular,Drama,1970
1970-01-01 00:00:00.000002021,King Richard,161.55,845,popular,Drama,1970
1970-01-01 00:00:00.000002021,King Richard,161.55,845,popular,History,1970
1970-01-01 00:00:00.000002021,Last Night in Soho,161.493,1360,popular,Thriller,1970
1970-01-01 00:00:00.000002021,Last Night in Soho,161.493,1360,popular,Horror,1970
1970-01-01 00:00:00.000002021,Last Night in Soho,161.493,1360,popular,Mystery,1970
1970-01-01 00:00:00.000001992,Batman Returns,161.321,5075,average,Action,1970
1970-01-01 00:00:00.000001992,Batman Returns,161.321,5075,average,Fantasy,1970
1970-01-01 00:00:00.000002010,The Twilight Saga: Eclipse,161.157,7381,below_avg,Adventure,1970
1970-01-01 00:00:00.000002010,The Twilight Saga: Eclipse,161.157,7381,below_avg,Fantasy,1970
1970-01-01 00:00:00.000002010,The Twilight Saga: Eclipse,161.157,7381,below_avg,Drama,1970
1970-01-01 00:00:00.000002010,The Twilight Saga: Eclipse,161.157,7381,below_avg,Romance,1970
1970-01-01 00:00:00.000002021,Wild Indian,161.074,21,below_avg,Crime,1970
1970-01-01 00:00:00.000002021,Wild Indian,161.074,21,below_avg,Drama,1970
1970-01-01 00:00:00.000002021,Wild Indian,161.074,21,below_avg,Thriller,1970
1970-01-01 00:00:00.000002012,Project X,160.9,5048,average,Comedy,1970
1970-01-01 00:00:00.000002021,The Protégé,160.697,531,average,Action,1970
1970-01-01 00:00:00.000002021,Ida Red,160.579,25,not_popular,Crime,1970
1970-01-01 00:00:00.000002021,Ida Red,160.579,25,not_popular,Thriller,1970
1970-01-01 00:00:00.000002021,Ida Red,160.579,25,not_popular,Drama,1970
1970-01-01 00:00:00.000002021,Ida Red,160.579,25,not_popular,Action,1970
1970-01-01 00:00:00.000002013,The Haunting of Helena,159.578,119,not_popular,Horror,1970
1970-01-01 00:00:00.000002013,The Haunting of Helena,159.578,119,not_popular,Thriller,1970
1970-01-01 00:00:00.000002020,Vanguard,159.416,395,below_avg,Action,1970
1970-01-01 00:00:00.000002020,Vanguard,159.416,395,below_avg,Adventure,1970
1970-01-01 00:00:00.000002020,Vanguard,159.416,395,below_avg,Crime,1970
1970-01-01 00:00:00.000002003,Pirates of the Caribbean: The Curse of the Black Pearl,159.245,17095,popular,Adventure,1970
1970-01-01 00:00:00.000002003,Pirates of the Caribbean: The Curse of the Black Pearl,159.245,17095,popular,Fantasy,1970
1970-01-01 00:00:00.000002003,Pirates of the Caribbean: The Curse of the Black Pearl,159.245,17095,popular,Action,1970
1970-01-01 00:00:00.000002021,"The Simpsons: The Good, the Bart, and the Loki",159.137,510,popular,Animation,1970
1970-01-01 00:00:00.000002021,"The Simpsons: The Good, the Bart, and the Loki",159.137,510,popular,Comedy,1970
1970-01-01 00:00:00.000002021,"The Simpsons: The Good, the Bart, and the Loki",159.137,510,popular,Family,1970
1970-01-01 00:00:00.000002021,The Marksman,158.638,1118,average,Action,1970
1970-01-01 00:00:00.000002021,The Marksman,158.638,1118,average,Thriller,1970
1970-01-01 00:00:00.000002021,The Marksman,158.638,1118,average,Crime,1970
1970-01-01 00:00:00.000002021,Vicky and Her Mystery,158.14,287,popular,Adventure,1970
1970-01-01 00:00:00.000002021,Vicky and Her Mystery,158.14,287,popular,Family,1970
1970-01-01 00:00:00.000002021,Vicky and Her Mystery,158.14,287,popular,Drama,1970
1970-01-01 00:00:00.000002019,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,158.094,362,popular,Animation,1970
1970-01-01 00:00:00.000002019,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,158.094,362,popular,Adventure,1970
1970-01-01 00:00:00.000002019,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,158.094,362,popular,Comedy,1970
1970-01-01 00:00:00.000002019,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,158.094,362,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,7 Prisoners,158.066,216,average,Drama,1970
1970-01-01 00:00:00.000002021,7 Prisoners,158.066,216,average,Crime,1970
1970-01-01 00:00:00.000002022,11M,157.39,11,below_avg,Documentary,1970
1970-01-01 00:00:00.000002021,Seobok: Project Clone,156.421,110,popular,Science Fiction,1970
1970-01-01 00:00:00.000002021,Seobok: Project Clone,156.421,110,popular,Action,1970
1970-01-01 00:00:00.000002004,Shrek 2,155.923,9736,popular,Animation,1970
1970-01-01 00:00:00.000002004,Shrek 2,155.923,9736,popular,Family,1970
1970-01-01 00:00:00.000002004,Shrek 2,155.923,9736,popular,Comedy,1970
1970-01-01 00:00:00.000002004,Shrek 2,155.923,9736,popular,Fantasy,1970
1970-01-01 00:00:00.000002004,Shrek 2,155.923,9736,popular,Adventure,1970
1970-01-01 00:00:00.000002010,Percy Jackson & the Olympians: The Lightning Thief,155.793,6222,below_avg,Adventure,1970
1970-01-01 00:00:00.000002010,Percy Jackson & the Olympians: The Lightning Thief,155.793,6222,below_avg,Fantasy,1970
1970-01-01 00:00:00.000002010,Percy Jackson & the Olympians: The Lightning Thief,155.793,6222,below_avg,Family,1970
1970-01-01 00:00:00.000002016,Your Name.,155.483,8426,popular,Romance,1970
1970-01-01 00:00:00.000002016,Your Name.,155.483,8426,popular,Animation,1970
1970-01-01 00:00:00.000002016,Your Name.,155.483,8426,popular,Drama,1970
1970-01-01 00:00:00.000002021,Chief Daddy 2: Going for Broke,155.401,59,not_popular,Comedy,1970
1970-01-01 00:00:00.000002016,Captain America: Civil War,155.386,19474,popular,Adventure,1970
1970-01-01 00:00:00.000002016,Captain America: Civil War,155.386,19474,popular,Action,1970
1970-01-01 00:00:00.000002016,Captain America: Civil War,155.386,19474,popular,Science Fiction,1970
1970-01-01 00:00:00.000002019,Joker,155.06,20016,popular,Crime,1970
1970-01-01 00:00:00.000002019,Joker,155.06,20016,popular,Thriller,1970
1970-01-01 00:00:00.000002019,Joker,155.06,20016,popular,Drama,1970
1970-01-01 00:00:00.000002012,Jack Reacher,154.981,5678,average,Crime,1970
1970-01-01 00:00:00.000002012,Jack Reacher,154.981,5678,average,Drama,1970
1970-01-01 00:00:00.000002012,Jack Reacher,154.981,5678,average,Thriller,1970
1970-01-01 00:00:00.000002012,Jack Reacher,154.981,5678,average,Action,1970
1970-01-01 00:00:00.000002022,The Invisible Thread,154.77,43,average,Comedy,1970
1970-01-01 00:00:00.000002022,The Invisible Thread,154.77,43,average,Drama,1970
1970-01-01 00:00:00.000002021,SAS: Red Notice,154.104,344,not_popular,Drama,1970
1970-01-01 00:00:00.000002021,SAS: Red Notice,154.104,344,not_popular,Action,1970
1970-01-01 00:00:00.000002021,SAS: Red Notice,154.104,344,not_popular,Thriller,1970
1970-01-01 00:00:00.000002020,Mulan,153.973,5520,average,Adventure,1970
1970-01-01 00:00:00.000002020,Mulan,153.973,5520,average,Fantasy,1970
1970-01-01 00:00:00.000002020,Mulan,153.973,5520,average,Drama,1970
1970-01-01 00:00:00.000002022,I Want You Back,153.819,89,below_avg,Comedy,1970
1970-01-01 00:00:00.000002022,I Want You Back,153.819,89,below_avg,Romance,1970
1970-01-01 00:00:00.000002006,Pirates of the Caribbean: Dead Man's Chest,152.964,13140,popular,Adventure,1970
1970-01-01 00:00:00.000002006,Pirates of the Caribbean: Dead Man's Chest,152.964,13140,popular,Fantasy,1970
1970-01-01 00:00:00.000002006,Pirates of the Caribbean: Dead Man's Chest,152.964,13140,popular,Action,1970
1970-01-01 00:00:00.000002009,Ninja Assassin,152.29,1115,below_avg,Action,1970
1970-01-01 00:00:00.000002013,The Wolf of Wall Street,152.102,19325,popular,Crime,1970
1970-01-01 00:00:00.000002013,The Wolf of Wall Street,152.102,19325,popular,Drama,1970
1970-01-01 00:00:00.000002013,The Wolf of Wall Street,152.102,19325,popular,Comedy,1970
1970-01-01 00:00:00.000002021,Hilda and the Mountain King,151.978,50,popular,Animation,1970
1970-01-01 00:00:00.000002021,Hilda and the Mountain King,151.978,50,popular,Adventure,1970
1970-01-01 00:00:00.000002021,Hilda and the Mountain King,151.978,50,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,Hilda and the Mountain King,151.978,50,popular,Family,1970
1970-01-01 00:00:00.000002021,Hilda and the Mountain King,151.978,50,popular,TV Movie,1970
1970-01-01 00:00:00.000002021,Rurouni Kenshin: The Beginning,151.971,252,popular,Action,1970
1970-01-01 00:00:00.000002021,Rurouni Kenshin: The Beginning,151.971,252,popular,Adventure,1970
1970-01-01 00:00:00.000002021,Rurouni Kenshin: The Beginning,151.971,252,popular,Drama,1970
1970-01-01 00:00:00.000002021,Minnal Murali,151.512,192,popular,Action,1970
1970-01-01 00:00:00.000002021,Minnal Murali,151.512,192,popular,Adventure,1970
1970-01-01 00:00:00.000002021,Minnal Murali,151.512,192,popular,Comedy,1970
1970-01-01 00:00:00.000002019,Pokémon: Mewtwo Strikes Back - Evolution,150.992,366,average,Animation,1970
1970-01-01 00:00:00.000002019,Pokémon: Mewtwo Strikes Back - Evolution,150.992,366,average,Adventure,1970
1970-01-01 00:00:00.000002019,Pokémon: Mewtwo Strikes Back - Evolution,150.992,366,average,Fantasy,1970
1970-01-01 00:00:00.000002019,Pokémon: Mewtwo Strikes Back - Evolution,150.992,366,average,Action,1970
1970-01-01 00:00:00.000002019,Pokémon: Mewtwo Strikes Back - Evolution,150.992,366,average,Family,1970
1970-01-01 00:00:00.000002021,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,150.735,4,average,Animation,1970
1970-01-01 00:00:00.000002021,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,150.735,4,average,Action,1970
1970-01-01 00:00:00.000002021,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,150.735,4,average,Adventure,1970
1970-01-01 00:00:00.000002021,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,150.735,4,average,Fantasy,1970
1970-01-01 00:00:00.000002014,Teenage Mutant Ninja Turtles,150.428,5774,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002014,Teenage Mutant Ninja Turtles,150.428,5774,not_popular,Action,1970
1970-01-01 00:00:00.000002014,Teenage Mutant Ninja Turtles,150.428,5774,not_popular,Adventure,1970
1970-01-01 00:00:00.000002014,Teenage Mutant Ninja Turtles,150.428,5774,not_popular,Comedy,1970
1970-01-01 00:00:00.000002015,Fifty Shades of Grey,150.025,10087,not_popular,Drama,1970
1970-01-01 00:00:00.000002015,Fifty Shades of Grey,150.025,10087,not_popular,Romance,1970
1970-01-01 00:00:00.000002015,Fifty Shades of Grey,150.025,10087,not_popular,Thriller,1970
1970-01-01 00:00:00.000002021,Never Back Down: Revolt,149.856,45,average,Action,1970
1970-01-01 00:00:00.000002021,Wish Dragon,149.833,783,popular,Animation,1970
1970-01-01 00:00:00.000002021,Wish Dragon,149.833,783,popular,Family,1970
1970-01-01 00:00:00.000002021,Wish Dragon,149.833,783,popular,Comedy,1970
1970-01-01 00:00:00.000002021,Wish Dragon,149.833,783,popular,Fantasy,1970
1970-01-01 00:00:00.000002002,Ice Age,149.753,10875,popular,Animation,1970
1970-01-01 00:00:00.000002002,Ice Age,149.753,10875,popular,Comedy,1970
1970-01-01 00:00:00.000002002,Ice Age,149.753,10875,popular,Family,1970
1970-01-01 00:00:00.000002002,Ice Age,149.753,10875,popular,Adventure,1970
1970-01-01 00:00:00.000002019,Fast & Furious Presents: Hobbs & Shaw,149.514,5643,average,Action,1970
1970-01-01 00:00:00.000002019,Fast & Furious Presents: Hobbs & Shaw,149.514,5643,average,Adventure,1970
1970-01-01 00:00:00.000002019,Fast & Furious Presents: Hobbs & Shaw,149.514,5643,average,Comedy,1970
1970-01-01 00:00:00.000001999,Toy Story 2,149.026,11384,popular,Animation,1970
1970-01-01 00:00:00.000001999,Toy Story 2,149.026,11384,popular,Comedy,1970
1970-01-01 00:00:00.000001999,Toy Story 2,149.026,11384,popular,Family,1970
1970-01-01 00:00:00.000002021,Sweet Girl,148.93,850,average,Action,1970
1970-01-01 00:00:00.000002021,The Stronghold,148.876,710,popular,Thriller,1970
1970-01-01 00:00:00.000002021,Spirit Untamed,148.797,350,popular,Animation,1970
1970-01-01 00:00:00.000002021,Spirit Untamed,148.797,350,popular,Adventure,1970
1970-01-01 00:00:00.000002021,Spirit Untamed,148.797,350,popular,Family,1970
1970-01-01 00:00:00.000002021,Spirit Untamed,148.797,350,popular,Western,1970
1970-01-01 00:00:00.000002021,Tom Clancy's Without Remorse,148.326,1843,average,Action,1970
1970-01-01 00:00:00.000002021,Tom Clancy's Without Remorse,148.326,1843,average,Thriller,1970
1970-01-01 00:00:00.000002010,Harry Potter and the Deathly Hallows: Part 1,148.183,15751,popular,Adventure,1970
1970-01-01 00:00:00.000002010,Harry Potter and the Deathly Hallows: Part 1,148.183,15751,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,Injustice,148.17,497,popular,Animation,1970
1970-01-01 00:00:00.000002021,Injustice,148.17,497,popular,Science Fiction,1970
1970-01-01 00:00:00.000002021,Injustice,148.17,497,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,Injustice,148.17,497,popular,Action,1970
1970-01-01 00:00:00.000002021,Nobody Sleeps in the Woods Tonight 2,148.013,148,not_popular,Horror,1970
1970-01-01 00:00:00.000002021,Nobody Sleeps in the Woods Tonight 2,148.013,148,not_popular,Thriller,1970
1970-01-01 00:00:00.000002021,Nobody Sleeps in the Woods Tonight 2,148.013,148,not_popular,Comedy,1970
1970-01-01 00:00:00.000002021,American Badger,147.77,26,not_popular,Action,1970
1970-01-01 00:00:00.000002021,Evangelion: 3.0+1.0 Thrice Upon a Time,147.761,468,popular,Animation,1970
1970-01-01 00:00:00.000002021,Evangelion: 3.0+1.0 Thrice Upon a Time,147.761,468,popular,Action,1970
1970-01-01 00:00:00.000002021,Evangelion: 3.0+1.0 Thrice Upon a Time,147.761,468,popular,Science Fiction,1970
1970-01-01 00:00:00.000002021,Evangelion: 3.0+1.0 Thrice Upon a Time,147.761,468,popular,Drama,1970
1970-01-01 00:00:00.000002021,LOL Surprise: The Movie,147.703,87,average,Animation,1970
1970-01-01 00:00:00.000002021,LOL Surprise: The Movie,147.703,87,average,Family,1970
1970-01-01 00:00:00.000002009,Coraline,146.97,5590,popular,Animation,1970
1970-01-01 00:00:00.000002009,Coraline,146.97,5590,popular,Family,1970
1970-01-01 00:00:00.000002009,Coraline,146.97,5590,popular,Fantasy,1970
1970-01-01 00:00:00.000002020,How I Became a Superhero,146.613,350,below_avg,Science Fiction,1970
1970-01-01 00:00:00.000002020,How I Became a Superhero,146.613,350,below_avg,Adventure,1970
1970-01-01 00:00:00.000002020,How I Became a Superhero,146.613,350,below_avg,Mystery,1970
1970-01-01 00:00:00.000002020,How I Became a Superhero,146.613,350,below_avg,Action,1970
1970-01-01 00:00:00.000002020,How I Became a Superhero,146.613,350,below_avg,Thriller,1970
1970-01-01 00:00:00.000002020,How I Became a Superhero,146.613,350,below_avg,Fantasy,1970
1970-01-01 00:00:00.000002020,How I Became a Superhero,146.613,350,below_avg,Comedy,1970
1970-01-01 00:00:00.000002018,Venom,145.852,12992,average,Science Fiction,1970
1970-01-01 00:00:00.000002018,Venom,145.852,12992,average,Action,1970
1970-01-01 00:00:00.000002021,The Last Mercenary,145.719,462,average,Action,1970
1970-01-01 00:00:00.000002021,The Last Mercenary,145.719,462,average,Comedy,1970
1970-01-01 00:00:00.000002011,Cars 2,145.286,6120,below_avg,Animation,1970
1970-01-01 00:00:00.000002011,Cars 2,145.286,6120,below_avg,Family,1970
1970-01-01 00:00:00.000002011,Cars 2,145.286,6120,below_avg,Adventure,1970
1970-01-01 00:00:00.000002011,Cars 2,145.286,6120,below_avg,Comedy,1970
1970-01-01 00:00:00.000002022,Downfall: The Case Against Boeing,144.833,55,popular,Documentary,1970
1970-01-01 00:00:00.000002007,Ratatouille,144.804,13683,popular,Animation,1970
1970-01-01 00:00:00.000002007,Ratatouille,144.804,13683,popular,Comedy,1970
1970-01-01 00:00:00.000002007,Ratatouille,144.804,13683,popular,Family,1970
1970-01-01 00:00:00.000002007,Ratatouille,144.804,13683,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,Mickey and Minnie Wish Upon a Christmas,144.605,81,popular,Animation,1970
1970-01-01 00:00:00.000001993,Dragon Ball Z: Broly – The Legendary Super Saiyan,144.38,638,popular,Animation,1970
1970-01-01 00:00:00.000001993,Dragon Ball Z: Broly – The Legendary Super Saiyan,144.38,638,popular,Science Fiction,1970
1970-01-01 00:00:00.000001993,Dragon Ball Z: Broly – The Legendary Super Saiyan,144.38,638,popular,Action,1970
1970-01-01 00:00:00.000002022,Death on the Nile,143.637,551,average,Mystery,1970
1970-01-01 00:00:00.000002022,Death on the Nile,143.637,551,average,Crime,1970
1970-01-01 00:00:00.000002022,Death on the Nile,143.637,551,average,Drama,1970
1970-01-01 00:00:00.000002022,Death on the Nile,143.637,551,average,Thriller,1970
1970-01-01 00:00:00.000002021,Army of the Dead,143.486,2905,below_avg,Action,1970
1970-01-01 00:00:00.000002021,Army of the Dead,143.486,2905,below_avg,Crime,1970
1970-01-01 00:00:00.000002021,Army of the Dead,143.486,2905,below_avg,Horror,1970
1970-01-01 00:00:00.000002021,Army of the Dead,143.486,2905,below_avg,Thriller,1970
1970-01-01 00:00:00.000002021,Home Sweet Home Alone,143.382,375,not_popular,Family,1970
1970-01-01 00:00:00.000002021,Home Sweet Home Alone,143.382,375,not_popular,Comedy,1970
1970-01-01 00:00:00.000002009,Carriers,142.571,1033,below_avg,Action,1970
1970-01-01 00:00:00.000002009,Carriers,142.571,1033,below_avg,Drama,1970
1970-01-01 00:00:00.000002009,Carriers,142.571,1033,below_avg,Horror,1970
1970-01-01 00:00:00.000002009,Carriers,142.571,1033,below_avg,Science Fiction,1970
1970-01-01 00:00:00.000002009,Carriers,142.571,1033,below_avg,Thriller,1970
1970-01-01 00:00:00.000002016,Boyka: Undisputed IV,142.376,974,average,Action,1970
1970-01-01 00:00:00.000002016,Boyka: Undisputed IV,142.376,974,average,Drama,1970
1970-01-01 00:00:00.000002009,2012,141.749,10288,not_popular,Action,1970
1970-01-01 00:00:00.000002009,2012,141.749,10288,not_popular,Adventure,1970
1970-01-01 00:00:00.000002009,2012,141.749,10288,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002021,Why Women Cheat,141.695,3,not_popular,Romance,1970
1970-01-01 00:00:00.000002016,Sing,141.063,6642,average,Animation,1970
1970-01-01 00:00:00.000002016,Sing,141.063,6642,average,Comedy,1970
1970-01-01 00:00:00.000002016,Sing,141.063,6642,average,Family,1970
1970-01-01 00:00:00.000002016,Sing,141.063,6642,average,Music,1970
1970-01-01 00:00:00.000002011,Green Lantern,140.802,6080,not_popular,Adventure,1970
1970-01-01 00:00:00.000002011,Green Lantern,140.802,6080,not_popular,Action,1970
1970-01-01 00:00:00.000002011,Green Lantern,140.802,6080,not_popular,Thriller,1970
1970-01-01 00:00:00.000002011,Green Lantern,140.802,6080,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002020,Peninsula,140.744,1830,average,Action,1970
1970-01-01 00:00:00.000002020,Peninsula,140.744,1830,average,Horror,1970
1970-01-01 00:00:00.000002020,Peninsula,140.744,1830,average,Thriller,1970
1970-01-01 00:00:00.000002015,Ted 2,139.67,6068,below_avg,Comedy,1970
1970-01-01 00:00:00.000001985,High School Teacher: Maturing,139.468,7,not_popular,Drama,1970
1970-01-01 00:00:00.000002017,Wonder Woman,139.314,17438,popular,Action,1970
1970-01-01 00:00:00.000002017,Wonder Woman,139.314,17438,popular,Adventure,1970
1970-01-01 00:00:00.000002017,Wonder Woman,139.314,17438,popular,Fantasy,1970
1970-01-01 00:00:00.000002022,A Day to Die,139.22,9,not_popular,Action,1970
1970-01-01 00:00:00.000002022,A Day to Die,139.22,9,not_popular,Thriller,1970
1970-01-01 00:00:00.000002022,A Day to Die,139.22,9,not_popular,Crime,1970
1970-01-01 00:00:00.000002021,Cosmic Sin,138.799,420,not_popular,Action,1970
1970-01-01 00:00:00.000002021,Cosmic Sin,138.799,420,not_popular,Adventure,1970
1970-01-01 00:00:00.000002021,Cosmic Sin,138.799,420,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002007,Pirates of the Caribbean: At World's End,138.455,11783,popular,Adventure,1970
1970-01-01 00:00:00.000002007,Pirates of the Caribbean: At World's End,138.455,11783,popular,Fantasy,1970
1970-01-01 00:00:00.000002007,Pirates of the Caribbean: At World's End,138.455,11783,popular,Action,1970
1970-01-01 00:00:00.000002010,Legion,138.379,2031,not_popular,Horror,1970
1970-01-01 00:00:00.000002010,Legion,138.379,2031,not_popular,Action,1970
1970-01-01 00:00:00.000002010,Legion,138.379,2031,not_popular,Fantasy,1970
1970-01-01 00:00:00.000002019,Rascal Does Not Dream of a Dreaming Girl,138.231,352,popular,Animation,1970
1970-01-01 00:00:00.000002019,Rascal Does Not Dream of a Dreaming Girl,138.231,352,popular,Comedy,1970
1970-01-01 00:00:00.000002019,Rascal Does Not Dream of a Dreaming Girl,138.231,352,popular,Romance,1970
1970-01-01 00:00:00.000002019,Rascal Does Not Dream of a Dreaming Girl,138.231,352,popular,Drama,1970
1970-01-01 00:00:00.000002019,Rascal Does Not Dream of a Dreaming Girl,138.231,352,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,Peter Rabbit 2: The Runaway,138.179,517,popular,Family,1970
1970-01-01 00:00:00.000002021,Peter Rabbit 2: The Runaway,138.179,517,popular,Comedy,1970
1970-01-01 00:00:00.000002021,Peter Rabbit 2: The Runaway,138.179,517,popular,Adventure,1970
1970-01-01 00:00:00.000002021,Peter Rabbit 2: The Runaway,138.179,517,popular,Animation,1970
1970-01-01 00:00:00.000002021,Peter Rabbit 2: The Runaway,138.179,517,popular,Fantasy,1970
1970-01-01 00:00:00.000002013,Dragon Ball Z: Battle of Gods,138.024,1193,average,Animation,1970
1970-01-01 00:00:00.000002013,Dragon Ball Z: Battle of Gods,138.024,1193,average,Action,1970
1970-01-01 00:00:00.000002013,Dragon Ball Z: Battle of Gods,138.024,1193,average,Science Fiction,1970
1970-01-01 00:00:00.000002021,My Little Pony: A New Generation,137.815,190,popular,Animation,1970
1970-01-01 00:00:00.000002021,My Little Pony: A New Generation,137.815,190,popular,Family,1970
1970-01-01 00:00:00.000002021,My Little Pony: A New Generation,137.815,190,popular,Fantasy,1970
1970-01-01 00:00:00.000002021,My Little Pony: A New Generation,137.815,190,popular,Comedy,1970
1970-01-01 00:00:00.000002021,My Little Pony: A New Generation,137.815,190,popular,Music,1970
1970-01-01 00:00:00.000002021,My Little Pony: A New Generation,137.815,190,popular,Adventure,1970
1970-01-01 00:00:00.000002021,Redemption Day,137.585,194,below_avg,Action,1970
1970-01-01 00:00:00.000002012,Journey 2: The Mysterious Island,137.215,3447,below_avg,Adventure,1970
1970-01-01 00:00:00.000002012,Journey 2: The Mysterious Island,137.215,3447,below_avg,Action,1970
1970-01-01 00:00:00.000002012,Journey 2: The Mysterious Island,137.215,3447,below_avg,Science Fiction,1970
1970-01-01 00:00:00.000002010,Love & Other Drugs,136.846,4120,average,Drama,1970
1970-01-01 00:00:00.000002010,Love & Other Drugs,136.846,4120,average,Comedy,1970
1970-01-01 00:00:00.000002010,Love & Other Drugs,136.846,4120,average,Romance,1970
1970-01-01 00:00:00.000002022,The King's Daughter,136.819,353,popular,Fantasy,1970
1970-01-01 00:00:00.000002022,The King's Daughter,136.819,353,popular,Drama,1970
